row,reason
"{'rotten_tomatoes_link': 'm/close_enemies_2018', 'movie_title': 'Close Enemies (Freres Ennemis)', 'movie_info': nan, 'critics_consensus': 'While Close Enemies is a perfectly well-produced film noir, it is too predictable and derivative to make an impact.', 'content_rating': 'NR', 'genres': 'Art House & International, Drama, Mystery & Suspense', 'directors': 'David Oelhoffen', 'authors': 'David Oelhoffen, Jeanne Aptekman', 'actors': 'Matthias Schoenaerts, Reda Kateb, Adel Bencherif, Fianso, Sabrina Ouazani, Gwendolyn Gourvenec, Marc Barbé', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 58.0, 'tomatometer_count': 12.0, 'audience_status': 'Spilled', 'audience_rating': 53.0, 'audience_count': 19.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 4696}",invalid or missing year
"{'rotten_tomatoes_link': 'm/code_name_geronimo', 'movie_title': 'Code Name: Geronimo', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Action & Adventure, Drama, Mystery & Suspense', 'directors': 'John Stockwell', 'authors': 'Kendall Lampkin', 'actors': 'Cam Gigandet, Anson Mount, Freddy Rodriguez, William Fichtner, Kathleen Robertson, Eddie Kaye Thomas, Xzibit, Robert Knepper, Kenneth Miller, Jenny Gabrielle', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'STARZ MEDIA LLC.', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 36.0, 'tomatometer_count': 11.0, 'audience_status': 'Spilled', 'audience_rating': 28.0, 'audience_count': 111.0, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 7, 'ID_RT': 4738}",invalid or missing year
"{'rotten_tomatoes_link': 'm/dana_carvey_squatting_monkeys_tell_no_lies', 'movie_title': 'Dana Carvey - Squatting Monkeys Tell No Lies', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': nan, 'authors': nan, 'actors': 'Dana Carvey', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 60.0, 'production_company': nan, 'tomatometer_status': 'Rotten', 'tomatometer_rating': 20.0, 'tomatometer_count': 5.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 1, 'tomatometer_rotten_critics_count': 4, 'ID_RT': 5114}",invalid or missing year
"{'rotten_tomatoes_link': 'm/david_cross_making_america_great_again', 'movie_title': 'David Cross: Making America Great Again', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Alex Coletti', 'authors': 'David Cross', 'actors': 'David Cross', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 71.0, 'tomatometer_count': 7.0, 'audience_status': 'Spilled', 'audience_rating': 57.0, 'audience_count': 33.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 5207}",invalid or missing year
"{'rotten_tomatoes_link': 'm/deep_blue_sea_2', 'movie_title': 'Deep Blue Sea 2', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Action & Adventure, Horror, Science Fiction & Fantasy', 'directors': 'Darin Scott', 'authors': 'Hans Rodionoff, Erik Patterson, Michael Beach', 'actors': 'Danielle Savre, Michael Beach, Lily Spangenberg, Darron Meyer, Nathan Lynn, Rob Mayes', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Rotten', 'tomatometer_rating': 0.0, 'tomatometer_count': 5.0, 'audience_status': 'Spilled', 'audience_rating': 10.0, 'audience_count': 255.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 0, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 5348}",invalid or missing year
"{'rotten_tomatoes_link': 'm/disappearance_of_garcia_lorca', 'movie_title': 'The Disappearance of Garcia Lorca', 'movie_info': ""Journalist Ricardo (Esai Morales) has always been enamored of renowned Spanish poet Federico Garcia Lorca (Andy Garcia). Several years after the poet's disappearance during the Spanish Civil War, Ricardo returns to Spain to investigate, despite the warnings of his father (Edward James Olmos). The dictator Franco is still very much in power, however, and Ricardo's continuing investigation draws the attention of Centeno (Miguel Ferrer), a security officer for the oppressive ruler."", 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Drama, Mystery & Suspense', 'directors': 'Marcos Zúriñaga', 'authors': 'Marcos Zúriñaga, Juan Antonio Ramos, Neil Cohen', 'actors': 'Esai Morales, Edward James Olmos, Andy Garcia, Gonzalo Penche, Marcela Walerstein, Jeroen Krabbé, Miguel Ferrer, Giancarlo Giannini, Eusebio Lazaro, Marina Saura, Teresa Jose Berganza, Naim Thomas, José Coronado, Azucena de la Fuente, Emilio Ramon Munoz, Alicia Borrachero, Ivonne Coll, Miriam Tubert, Jill Ramez, Willie Marquez, Carmen Zapata, Palmy Carballido, Simón Andreu, Lara Dominguez, Ellea Ratier, Jack Taylor Blaki, Perico Duran, Concha Gómez Conde, Gelian Cotto, George Lian Cotto, Daniel J. Jesus Manning, Luis Gutierrez, Freddie De Arce, John Garcia, Denise Blasor', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 114.0, 'production_company': 'Sony Pictures Entertainment', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 29.0, 'tomatometer_count': 7.0, 'audience_status': 'Spilled', 'audience_rating': 58.0, 'audience_count': 957.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 2, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 5537}",invalid or missing year
"{'rotten_tomatoes_link': 'm/disturbing_the_peace_2020', 'movie_title': 'Disturbing the Peace', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Action & Adventure, Mystery & Suspense', 'directors': 'York Alec Shackleton', 'authors': 'Chuck Hustmyre', 'actors': 'Guy Pearce, Devon Sawa, Kelly Greyson, Michael Sirow, Barbie Blank, Jacob Grodnik, Michael Bellisario, Dwayne Cameron, Elle E. Wallace, Jay Willick, Veralyn Venezio, John Lewis (XXIII), Timothy Timms', 'original_release_date': '2020-01-17', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Momentum Pictures', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 16, 'ID_RT': 5568}",no rating
"{'rotten_tomatoes_link': 'm/dominick_dunne_after_the_party', 'movie_title': 'Dominick Dunne: After the Party', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Special Interest', 'directors': 'Timothy Jolley, Tim Jolley, Kirsty de Garis', 'authors': 'Tim Jolley, Kirsty de Garis', 'actors': 'Dominick Dunne, Graydon Carter, Joan Didion, Griffin Dunne, Robert Evans', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Indiepix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 86.0, 'tomatometer_count': 7.0, 'audience_status': 'Upright', 'audience_rating': 93.0, 'audience_count': 54.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 5620}",invalid or missing year
"{'rotten_tomatoes_link': 'm/eddie_murphy_delirious', 'movie_title': 'Eddie Murphy: Delirious', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Documentary, Musical & Performing Arts', 'directors': 'Bruce Gowers', 'authors': 'Eddie Murphy', 'actors': 'Eddie Murphy, Richard Tienken, Robert D Wachs', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 69.0, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 83.0, 'tomatometer_count': 6.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 5890}",invalid or missing year
"{'rotten_tomatoes_link': 'm/elisa_and_marcela', 'movie_title': 'Elisa & Marcela', 'movie_info': nan, 'critics_consensus': 'While it may be visually attractive, Elisa & Marcela is an underwhelming melodrama that lacks passion and energy.', 'content_rating': 'NR', 'genres': 'Drama, Romance', 'directors': 'Isabel Coixet', 'authors': 'Isabel Coixet', 'actors': 'Natalia de Molina, Greta Fernández, Sara Casasnovas, Tamar Novas, Maria Pujalte, Francesc Orella', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 43.0, 'tomatometer_count': 14.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 8, 'ID_RT': 5956}",invalid or missing year
"{'rotten_tomatoes_link': 'm/enter_the_anime', 'movie_title': 'Enter the Anime', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Alex Burunova', 'authors': nan, 'actors': 'Kôzô Morishita, Yoko Takahashi, Shinji Aramaki, Toshiki Hirano, Seiji Kishi, Masahito Kobayashi, Naoko Ogigami, Rarecho, Yukio Takahashi, Kenji Kamiyama, Hiroyuki Seshita, Rui Kuroki, Adi Shankar, Lesean Thomas', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 0.0, 'tomatometer_count': 5.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 0, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 6040}",invalid or missing year
"{'rotten_tomatoes_link': 'm/eye_for_an_eye_2019', 'movie_title': 'Eye for an Eye (Quien a hierro mata)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Paco Plaza', 'authors': 'Juan Galinanes, Jorge Guerricaechevarría', 'actors': 'Luis Tosar, Xan Cejudo, Maria Vazquez, Ismael Mello Martinez, Enric Auquer', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 88.0, 'tomatometer_count': 8.0, 'audience_status': 'Upright', 'audience_rating': 61.0, 'audience_count': 54.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 6219}",invalid or missing year
"{'rotten_tomatoes_link': 'm/farewell_2010', 'movie_title': 'Farewell', 'movie_info': 'A sailor with a fatal disease moves away from his family and friends.', 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Tomas Donela', 'authors': nan, 'actors': 'Dainius Kazlauskas, Olga Generalova, Larisa Kadochnikova', 'original_release_date': '2010-06-19', 'streaming_release_date': nan, 'runtime': 90.0, 'production_company': nan, 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 0, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 6301}",no rating
"{'rotten_tomatoes_link': 'm/finding_kim', 'movie_title': 'Finding Kim', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Aaron Bear', 'authors': 'Aaron Bear', 'actors': 'Dan Savage, Carmen Carrera, Calpernia Addams, Buck Angel', 'original_release_date': '2017-06-06', 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 3, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 6453}",no rating
"{'rotten_tomatoes_link': 'm/fred_armisen_standup_for_drummers', 'movie_title': 'Fred Armisen: Standup For Drummers', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Lance Bangs', 'authors': nan, 'actors': 'Fred Armisen', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 67.0, 'tomatometer_count': 6.0, 'audience_status': 'Spilled', 'audience_rating': 30.0, 'audience_count': 56.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 6712}",invalid or missing year
"{'rotten_tomatoes_link': 'm/george_lucas_in_love', 'movie_title': 'George Lucas in Love', 'movie_info': ""Film student George Lucas has writer's block, until a beautiful fellow student with a familiar hairstyle teaches him that the best stories are often in plain sight."", 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Science Fiction & Fantasy', 'directors': 'Joe Nussbaum', 'authors': nan, 'actors': 'Martin Hynes, Lisa Jakub, Jason Peck, Jeff Wiens, Marilyn McIntyre', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 8.0, 'production_company': 'Level Film', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 78.0, 'tomatometer_count': 9.0, 'audience_status': 'Upright', 'audience_rating': 83.0, 'audience_count': 3836.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 6924}",invalid or missing year
"{'rotten_tomatoes_link': 'm/ghost_killers_vs_bloody_mary', 'movie_title': 'Ghost Killers vs. Bloody Mary (Exterminadores do Além Contra a Loira do Banheiro)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Horror', 'directors': 'Fabrício Bittar', 'authors': 'Andre Catarinacho, Danilo Gentili, Fabrício Bittar', 'actors': 'Danilo Gentili, Léo Lins, Marilo Couto, Dani Calabresa, Pietra Quintela, Matheus Ueta, Sikêra Junior, Ratinho, Jean Paulo Campos, Antonio Tabet, Marcela Tavares', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Rotten', 'tomatometer_rating': 50.0, 'tomatometer_count': 6.0, 'audience_status': 'Upright', 'audience_rating': 73.0, 'audience_count': 11.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 3, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 6970}",invalid or missing year
"{'rotten_tomatoes_link': 'm/golem', 'movie_title': 'The Golem (Der Golem, wie er in die Welt kam)', 'movie_info': ""In 16th century Prague, Rabbi Loew (Albert Steinruck) interprets an alignment of stars as a sign that disaster is about to befall the city's Jews. The following day, Emperor Luhois (Otto Gebühr) bans Loew's people from Prague, prompting the rabbi to build a statue, known as the Golem (Paul Wegener), that he hopes to animate as a savior. Brought to life by an evil spirit, Astaroth, the creature is, at first, gentle and compassionate. That, however, quickly changes as the creature goes insane."", 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Art House & International, Classics, Horror, Science Fiction & Fantasy', 'directors': 'Paul Wegener, Carl Boese', 'authors': nan, 'actors': 'Paul Wegener, Albert Steinrück, Lyda Salmonova, Ernst Deutsch, Hanns Sturm, Max Kronert, Otto Gebuhr, Lothar Müthel, Greta Schröder, Loni Nest', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 91.0, 'production_company': 'Projektions- AG Union (PAGU)', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 30.0, 'audience_status': 'Upright', 'audience_rating': 72.0, 'audience_count': 2568.0, 'tomatometer_top_critics_count': 8, 'tomatometer_fresh_critics_count': 30, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 7153}",invalid or missing year
"{'rotten_tomatoes_link': 'm/grass_is_greener_2019', 'movie_title': 'Grass Is Greener', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Fab 5 Freddy', 'authors': nan, 'actors': 'Snoop Dogg, B-Real, Darryl ""D.M.C."" McDaniels, Doug E. Fresh, Chuck D., Damian Marley, Killer Mike, Sen Dog', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 7.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 7254}",invalid or missing year
"{'rotten_tomatoes_link': 'm/grease_live', 'movie_title': 'Grease: Live!', 'movie_info': nan, 'critics_consensus': ""Grease: Live took the pressure and threw away conventionality -- it belongs to yesterday. There was a chance that it could make it so far; we started believin' we can be who we are. Grease: Live is the word."", 'content_rating': 'PG-13', 'genres': 'Musical & Performing Arts, Television', 'directors': 'Thomas Kail, Alex Rudzinski', 'authors': nan, 'actors': 'Julianne Hough, Aaron Tveit, Vanessa Hudgens, Carly Rae Jepsen, Carlos Peña, Andrew Call, David Del Rio, Jordan Fisher, Kether Donohue, Keke Palmer', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Fox Broadcasting Company', 'tomatometer_status': 'Certified-Fresh', 'tomatometer_rating': 92.0, 'tomatometer_count': 36.0, 'audience_status': 'Upright', 'audience_rating': 69.0, 'audience_count': 440.0, 'tomatometer_top_critics_count': 17, 'tomatometer_fresh_critics_count': 33, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 7267}",invalid or missing year
"{'rotten_tomatoes_link': 'm/gtfo_get_the_fand_out', 'movie_title': 'GTFO: Get the F&#% Out', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Shannon Sun-Higginson', 'authors': 'Jimmy Russles, Shannon Sun-Higginson', 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Spilled', 'audience_rating': 32.0, 'audience_count': 34.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 7347}",invalid or missing year
"{'rotten_tomatoes_link': 'm/hannibal_buress_comedy_camisado', 'movie_title': 'Hannibal Buress: Comedy Camisado', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Television', 'directors': 'Lance Bangs', 'authors': 'Hannibal Buress', 'actors': 'Hannibal Buress, Al Jackson, Tony Trimm', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 7.0, 'audience_status': 'Spilled', 'audience_rating': 53.0, 'audience_count': 18.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 7456}",invalid or missing year
"{'rotten_tomatoes_link': 'm/hari_kondabolu_warn_your_relatives', 'movie_title': 'Hari Kondabolu: Warn Your Relatives', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Bobcat Goldthwait', 'authors': nan, 'actors': 'Hari Kondabolu', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 7.0, 'audience_status': 'Spilled', 'audience_rating': 53.0, 'audience_count': 21.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 7505}",invalid or missing year
"{'rotten_tomatoes_link': 'm/hasan_minhaj_homecoming_king', 'movie_title': 'Hasan Minhaj: Homecoming King', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Christopher Storer', 'authors': 'Hasan Minhaj', 'actors': 'Hasan Minhaj', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 78.0, 'tomatometer_count': 9.0, 'audience_status': 'Upright', 'audience_rating': 86.0, 'audience_count': 164.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 7539}",invalid or missing year
"{'rotten_tomatoes_link': 'm/have_a_good_trip_adventures_in_psychedelics', 'movie_title': 'Have a Good Trip: Adventures in Psychedelics', 'movie_info': nan, 'critics_consensus': ""Have a Good Trip: Adventures in Psychedelics is an entertaining enough look at hallucinogenics' effects, but its shallow treatment can't help but disappoint."", 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Donick Cary', 'authors': nan, 'actors': 'Adam Scott, Nick Offerman, Sarah Silverman, Adam Horovitz, Rosie Perez, ASAP Rocky, Paul Scheer, Nick Kroll, Rob Corddry', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 58.0, 'tomatometer_count': 26.0, 'audience_status': 'Upright', 'audience_rating': 72.0, 'audience_count': 118.0, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 15, 'tomatometer_rotten_critics_count': 11, 'ID_RT': 7562}",invalid or missing year
"{'rotten_tomatoes_link': 'm/heroin', 'movie_title': 'Heroin(e)', 'movie_info': ""Three women -- a fire chief, a judge and a missionary -- battle West Virginia's opioid epidemic."", 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Elaine McMillion Sheldon', 'authors': nan, 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 39.0, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 10.0, 'audience_status': 'Upright', 'audience_rating': 90.0, 'audience_count': 10.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 10, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 7707}",invalid or missing year
"{'rotten_tomatoes_link': 'm/hidden_2015', 'movie_title': 'Hidden', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Horror', 'directors': 'Matt Duffer, Ross Duffer', 'authors': 'Matt Duffer, Ross Duffer', 'actors': 'Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind, Heather Doerksen, William Ainscough', 'original_release_date': '2015-09-15', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Warner Bros.', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 7725}",no rating
"{'rotten_tomatoes_link': 'm/holiday_in_the_wild', 'movie_title': 'Holiday in the Wild', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama, Romance', 'directors': 'Ernie Barbarash', 'authors': 'Neal H. Dobrofsky, Tippi Dobrofsky', 'actors': 'Kristin Davis, Rob Lowe, Fezile Mpela, John Owen Lowe, Colin Moss', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 38.0, 'tomatometer_count': 8.0, 'audience_status': 'Spilled', 'audience_rating': 47.0, 'audience_count': 194.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 3, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 7802}",invalid or missing year
"{'rotten_tomatoes_link': 'm/homecoming_a_film_by_beyonce', 'movie_title': 'Homecoming: A Film by Beyoncé', 'movie_info': nan, 'critics_consensus': 'Beychella forever.', 'content_rating': 'NR', 'genres': 'Documentary, Musical & Performing Arts', 'directors': 'Beyoncé Knowles', 'authors': nan, 'actors': 'Beyoncé Knowles', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Certified-Fresh', 'tomatometer_rating': 98.0, 'tomatometer_count': 55.0, 'audience_status': 'Upright', 'audience_rating': 87.0, 'audience_count': 1742.0, 'tomatometer_top_critics_count': 22, 'tomatometer_fresh_critics_count': 54, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 7838}",invalid or missing year
"{'rotten_tomatoes_link': 'm/i_think_were_alone_now_2018', 'movie_title': ""I Think We're Alone Now"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Drama', 'directors': 'Reed Morano', 'authors': nan, 'actors': 'Peter Dinklage, Elle Fanning, Charlotte Gainsbourg, Paul Giamatti', 'original_release_date': '2018-09-14', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Momentum Pictures', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 25, 'tomatometer_rotten_critics_count': 15, 'ID_RT': 8141}",no rating
"{'rotten_tomatoes_link': 'm/in_the_shadow_of_the_moon_2019', 'movie_title': 'In the Shadow of the Moon', 'movie_info': ""In 1988, a police officer is hungry to become a detective and begins tracking a serial killer who resurfaces every nine years. But when the killer's crimes defy all scientific explanation, the officer's obsession threatens to destroy everything."", 'critics_consensus': ""In the Shadow of the Moon isn't always successful at balancing its assorted elements, but its struggles may be diverting enough to warrant a stream."", 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Jim Mickle', 'authors': 'Geoff Tock, Gregory Weidman', 'actors': 'Boyd Holbrook, Michael C. Hall, Bokeem Woodbine, Cleopatra Coleman', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 115.0, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 58.0, 'tomatometer_count': 52.0, 'audience_status': 'Spilled', 'audience_rating': 36.0, 'audience_count': 352.0, 'tomatometer_top_critics_count': 8, 'tomatometer_fresh_critics_count': 30, 'tomatometer_rotten_critics_count': 22, 'ID_RT': 8312}",invalid or missing year
